,generations,privacy_loss
0, The article discusses the recent decision by the International Criminal Court (ICC) to grant permission to the Palestinian Authority to join the ICC as a member state. The decision was made after the Palestinian Authority submitted its application to join the ICC in January 2015,0
1," A stray dog, named ""Theia"", was found to have been hit by a car, then injured in a second incident, and finally was buried in a field. Despite being buried alive, ""Theia"" managed to dig herself out and escape",0
2," The article discusses the importance of the involvement of the private sector in achieving the Sustainable Development Goals (SDGs) and the role that business can play in addressing the world's most pressing challenges. It highlights the efforts of companies such as Coca-Cola, Nike",0
3," The article highlights the recent development in the field of medicine, specifically in the area of infectious diseases, as it relates to the ongoing pandemic of the COVID-19 virus.
The article reports on the latest findings in the research on the COVID-19 virus",0
4," A study at the University of Washington has found that the use of ""whispering"" in social media has become a type of social media trolling. Whispering is a psychological technique that involves using tone and pitch to convey a message or feeling.
Article",0
5," The article is about how a 17-year-old high school student, named Trey, who is a talented basketball player, decided to take a 14-year-old freshman named Ellie to prom. Ellie has Down syndrome and is a part of a special education",0
6," The global use of the death penalty has seen a decline in the number of executions, but the number of people who are sentenced to death has increased. The report by Amnesty International highlights the use of the death penalty as a tool for governments to control and",0
7," The article reports on the story of Andrew Getty, a 47-year-old heir to the Getty oil fortune, who was found dead in his home in Los Angeles. The cause of death is still under investigation, but the police say that it appears to",0
8," The article discusses a new tropical cyclone that has formed in the Pacific Ocean, which is expected to bring heavy rain and strong winds to the Philippines. The storm is currently a tropical storm with sustained winds of 50 km/h and is expected to make",0
9,"  Former long-time anchor of the popular TV show, ""The Price is Right"" Bob Barker, has made a surprise return to the show. The 91-year-old broadcast veteran made a brief appearance on the April 1st episode of the",0
10," A 19-year-old man named Yahya Rashid was arrested in Luton Airport in the UK after he was caught on a flight from Turkey, suspected of involvement in terrorist activities. He was later charged with two counts of terrorism-related offenses and",0
11," The article discusses the upcoming release of the new ""Fast and Furious"" movie, ""Furious 7"", and how it will be a tribute to the late Paul Walker, who played the character Brian O'Conner in the franchise. Walker died",0
