,generations,privacy_loss
0,"

The Palestinian Authority officially joined the International Criminal Court (ICC) as its 123rd member, granting the court jurisdiction over potential crimes committed in Palestinian territories. This move was met with both support and opposition. 

- **Supporters",0
1," A dog named Theia, who was found alive after being hit by a car, allegedly whacked on the head with a hammer and buried, has become an internet sensation. The dog suffered multiple injuries and needs extensive surgery. A fundraiser has been set",0
2," This article provides insights into Mohammad Javad Zarif, the Iranian foreign minister, focusing on less-known facts about him. It highlights his background, including his education in the United States, his early involvement in the Iranian Revolution, and his complex relationship",0
3," Five American health care workers exposed to Ebola in Sierra Leone were monitored in a Nebraska hospital for three weeks, but none contracted the virus.  They have all been released, with one remaining in the area due to a recent heart issue. They are clinicians",0
4,"  Duke University is facing a crisis after a student admitted to hanging a noose from a tree near a student union.  The incident sparked outrage and protests on campus, and university officials are condemning the act as a ""cowardly and hateful""",0
5," Trey Moses, a high school star basketball player, decided to ask Ellie Meredith, a freshman with Down syndrome, to prom instead of his girlfriend. He did this after becoming friends with Ellie through the Best Buddies program at their school. Ellie's",0
6," Amnesty International's 2014 report on the death penalty shows a mixed picture. While the number of executions globally decreased by 22%, the number of death sentences increased by 28%.

The report highlights concerns about the use",0
7," Andrew Getty, grandson of oil tycoon J. Paul Getty, died at his home in Los Angeles on Tuesday. He was 47. The cause of death is still unknown but authorities say there is no foul play suspected.


",0
8," Former super typhoon Maysak, now downgraded to a tropical storm named Chedeng in the Philippines, is approaching the country's coast.  Authorities are on high alert for potential flash floods and landslides, and have taken precautionary measures such as banning outdoor",0
9,"  


Bob Barker, the legendary host of ""The Price Is Right"" for 35 years, returned to the show on April 1st. At 91 years old, he hosted the first game, ""Lucky Seven,"" before passing",0
10," Yahya Rashid, a 19-year-old British national from London, has been charged with terrorism offenses. He was arrested at Luton Airport upon his return from Turkey and is accused of preparing for acts of terrorism and assisting others in doing so.",0
11,"  This news article focuses on the release of ""Furious 7,"" the seventh installment of the ""Fast and the Furious"" franchise. It pays tribute to Paul Walker, the star of the franchise who tragically died in a car accident in 2",0
12," Researchers have determined that Anne Frank and her sister Margot likely died in February 1945 from typhus in the Bergen-Belsen concentration camp, earlier than previously thought. This conclusion came from examining archives and survivor testimonies. The sisters were exposed",0
13,"



The article discusses the backlash against Indiana Governor Mike Pence signing a controversial ""religious freedom"" law that critics fear could allow for discrimination against LGBT individuals. The author argues that while public opinion on LGBT rights has shifted in a more progressive direction, the",0
14," This article discusses different renditions of the American national anthem, highlighting both celebrated and criticized performances. It explores the public's reaction to these performances, ranging from adulation to disapproval. The article uses examples of notable singers like Whitney Houston, Jimi Hendrix",0
15," 

Walmart has become a major force in promoting LGBTQ+ rights and inclusive workplace policies. The company has faced criticism from some Republicans for its stance, but it has also earned praise from business leaders and LGBTQ+ advocacy groups. Walmart's opposition to",0
16,"

The article discusses the global trend of the death penalty, highlighting both positive and negative developments. While the overall number of executions worldwide has decreased in recent years, there are concerns about a rise in death sentences imposed in countries facing political instability or conflict.",0
17," The Airbus A320, Germanwings Flight 9525, crashed in the French Alps, killing all 150 passengers and crew onboard. This tragic accident involved the co-pilot Andreas Lubitz, who allegedly deliberately crashed the",0
18," Robert Schuller, the televangelist who founded ""Hour of Power"" and the Crystal Cathedral, died Thursday at age 88 after a battle with cancer. Schuller's ministry, which preached a gospel of ""possibility thinking"" and personal",0
19," Former congresswoman Michele Bachmann has drawn heavy criticism for likening President Obama's Iran nuclear deal negotiations to the actions of the Germanwings Flight 9525 co-pilot, Andreas Lubitz, who is believed to have deliberately crashed the",0
20," 37-year-old Louis Jordan was rescued after surviving 66 days lost at sea.  Initially, Jordan capsized his sailboat ""Angel"" in a storm and was unable to repair it for days. He drifted hundreds of miles off",0
21,"


The article discusses the newly agreed upon framework deal between Iran and the P5+1 (United States, U.K., France, China, Russia, and Germany) concerning Iran's nuclear program and addresses several concerns raised by critics. ",0
22," California is experiencing a severe drought, which has led to rising food prices and water restrictions. While some industries, like winemaking, are benefiting from the drier conditions, many Californians are struggling to cope with the impact of the drought. The article highlights",0
23,"  The FBI arrested Keonna Thomas in Philadelphia for attempting to travel to Syria and join ISIS.  Thomas left numerous online messages expressing her desire to become a martyr and fight for ISIS.  She purchased a ticket to Barcelona, Spain, which is a",0
24,"   After decades of a ban on women attending men's sporting events in Iran, the Iranian government announced plans to lift this restriction for some events, starting next year. The ban, introduced following the 1979 Islamic Revolution, was deemed",0
25,"

Online journalists and bloggers are increasingly facing threats and attacks in Asia and beyond.  Governments are using laws and censorship to suppress free speech online, while extremist groups are targeting bloggers who criticize religion or political ideology. The article highlights several cases of bloggers",0
26," Singer Avril Lavigne was bedridden for five months after contracting Lyme disease. She was initially unable to diagnose her illness, which left her feeling extremely weak and unable to perform basic tasks. With the help of her husband and mother, she recovered at home",0
27," The article highlights several trending news videos of the week, ranging from Mike Tyson's abandoned mansion to a CNN exclusive interview with a Bikram yoga creator facing sexual assault allegations.


",0
28,"

Israel Prime Minister Benjamin Netanyahu strongly criticizes the nuclear deal reached with Iran by world powers, calling it ""a bad deal"" and arguing that it fails to address Iran's nuclear ambitions. Netanyahu maintains that Iran is untrustworthy and that the",0
29," Memories Pizza, a family-owned restaurant in Walkerton, Indiana, became the center of controversy after its owners stated that they would not cater a same-sex wedding due to their religious beliefs. Their stance sparked backlash, leading to boycotts and threats",0
30,"


After the recent case of cow slaughter in Malegaon, Maharashtra Police has implemented a new rule requiring cattle owners to submit a 'mugshot' of their animals along with detailed information about their unique features. This move aims to effectively solve cow slaughter cases",0
31,"

The article highlights several miraculous survival stories of individuals who faced life-threatening situations at sea. These stories include:

- **Hiromitsu Shinkawa:** Survived the 2011 tsunami in Japan, clinging to his roof and",0
32," After a two-year shutdown and various delays, the Large Hadron Collider (LHC), the world's largest and most powerful particle accelerator, has restarted operation. Located at CERN in Switzerland, the LHC aims to recreate the conditions shortly after the Big",0
33," FBI agents arrested a robbery suspect, Kevone Charleston, after a shootout in Forsyth County, Georgia. Charleston is suspected of involvement in 32 commercial robberies dating back to 2013. Agents had been tracking Charleston and intervened when they saw",0
34,"

NASA is broadcasting a live feed of the total lunar eclipse, which is visible in western North America. This eclipse is the shortest of the century, lasting only four minutes and 43 seconds.

The eclipse is part of a series of four",0
35,"

Al-Shabaab, a Somalia-based terrorist group, has claimed responsibility for an attack on Garissa University College in Kenya, killing many and taking hostages. The attack is part of a larger trend of increased violence by Al-Shaba",0
36," This article explores the origins and traditions of Easter, delving into its astronomical calculations, historical context, and cultural practices. It explains how the date of Easter is determined based on the lunar calendar and the vernal equinox, highlighting the variations in dates celebrated",0
37," The NCAA is facing intense scrutiny for its handling of academic integrity and athlete safety. The organization, which touts education and safety as core principles, is now claiming it has no legal responsibility to ensure these aspects are upheld in member institutions. This comes amidst",0
38," In this article, the author tells the story of Cassandra C. a 17-year-old girl who was diagnosed with Hodgkin lymphoma and was ordered by a judge to receive chemotherapy after she refused treatment. Her mother, Jackie Fortin, and",0
39," Emphasis on Mark Ronson's ""Uptown Funk!"" featuring Bruno Mars, leading the Billboard Hot 100 for 13 weeks.

""Funk"" breaking records for digital sales, streaming, and radio airplay.

Significant chart",0
40," In March 2023, a temperature of 63.5 degrees Fahrenheit (15.5 degrees Celsius) was recorded at Argentina's Esperanza Base in Antarctica. This temperature could be the highest ever recorded in Antarctica and is being",0
41,"

This article covers the legal battles fought under the federal Religious Freedom Restoration Act (RFRA) and its implications for various religious groups. It highlights several cases:

* **Soto and Russell:** Native Americans who were denied the use of eagle feathers in",0
42," Robert Lewis Burns Jr., the original drummer of the rock band Lynyrd Skynyrd, died in a car crash in Cartersville, Georgia. Burns, 64, was not restrained at the time of the crash. He was a",0
43," In March 2015, Mark Lippert, the U.S. Ambassador to South Korea, was severely wounded by Kim Ki-Jong during an event in Seoul. Kim attacked Lippert with a 10-inch knife, inflicting",0
44," In Hong Kong, a British financier, Rurik Jutting, was arrested for the murders of two Indonesian women, Seneng Mujiasih and Sumarti Ningsih, who worked as domestic helpers. The bodies were found in Jutting's",0
45,"

Thai Smile, a Thai airline, has partnered with Cartoon Network Amazone, a new water park, to create a special edition Airbus A320 featuring the popular animated show ""Adventure Time."" The plane's exterior and interior are decorated with",0
46," Chelsea Manning, a former U.S. Army intelligence analyst serving a 35-year prison sentence for leaking classified documents, has joined Twitter. Due to her imprisonment and lack of internet access, she dictates her tweets through a voice phone to a",0
47,"

This article discusses the controversial nuclear deal between the United States and Iran.

The author believes that the deal is not in the best interest of the United States or the world because it does not do enough to prevent Iran from developing nuclear weapons. The",0
48," ""Furious 7"" is projected to be a box office success, with a weekend debut estimated at $135-138 million, making it the largest opening in North America since fall 2013. The film'",0
49," NFL legend Deion Sanders called out his son, Deion Sanders Jr., on Twitter for saying he only eats ""hood doughnuts."" Deion Sr. reminded his son that he comes from a privileged background and shouldn't be promoting this ""hood stuff",0
50," A Columbia University report found ""institutional failure"" at Rolling Stone magazine in the publication of a now-retracted article about a gang rape at the University of Virginia. The article's inaccurate reporting has caused reputational damage to the university and, in",0
