,generations,privacy_loss
0," said in a statement. ""Moreover, we do not believe the ICC has jurisdiction in this matter."" News article: (CNN)The Palestinian Authority officially became the 123rd member of the International Criminal Court on Wednesday, a step that gives the court",490.24353051845867
1," 'Rising from the dead': A dog buried alive in the backyard survived to tell the tale. I think the users who have commented on this article are just as shocked as I was, some of the comments are just horrible.
News article: (",128.21678260037623
2," Iranian foreign ministry's website, in a section devoted to the minister's life and works, says that Zarif ""underwent all his training in the United States and has all the credentials to deal with Western societies."" Zarif's father was, it",200.86448566626885
3," A group of 17 health care workers who were being monitored for Ebola exposure in West Africa have all been released from a Nebraska hospital. A fifth of the group was kept in the hospital on Saturday for a separate heart issue, but all have been released",185.2623231000712
4," A student at Duke University is under investigation after a noose was discovered on campus, school officials said Wednesday. In a statement, Duke President Richard Brodhead acknowledged a noose was found hanging from a tree located near a student union on campus.",119.34496573478619
5," dancing lessons, and Ellie, in true Sammy Davis Jr. fashion, is ready to learn. ""I feel like I am going to be really pretty, and he'll be nice to me, and I'll dance with him,"" Ellie told ""Good",274.2000033984578
6," executions. The American state of California decided to introduce a moratorium on the death penalty last year, while Ohio decided to take a major step towards abolishing the penalty by making a decision to transfer prisoners from death row to general population, and focus on",227.42468359126866
7," (CNN)Andrew Getty, one of the heirs to billions of oil money, appears to have died of natural causes, a Los Angeles Police Department spokesman said. The coroner's preliminary assessment is there was no foul play involved in the death of Getty",446.7214186877821
8, 1) The Philippines is banning people from using the water. 2) They are advising people to move away from the water area because of the impending landslides. 3) The Philippines is hit by two typhoons a year.,143.06339954783476
9," (CNN)For the first time in eight years, a TV legend returned to doing what he does best. Contestants told to ""come on down!"" on the April 1 edition of ""The Price Is Right"" encountered not host Drew Carey but",428.5553562694673
10," London (CNN)A 19-year-old man was charged Wednesday with terror offenses after he was arrested as he returned to Britain from Turkey, London's Metropolitan Police said. Yahya Rashid, a UK national from northwest London, was detained at L",487.27115426524966
11," good guy you know,"" he said. ""He was just a good person. He was like that big brother that I never had. The way he treated people, it was just, it was like he always had time for you. ""I don",283.7705665622519
12,"us happened in the last 10 days of the survivors' lives. The majority of survivors were no longer able to move, eat or drink on their own. They often died lying in the same place they fell ill. They were almost always in a",342.33887271522565
13," as married men and women. We know and respect the moral force of that argument, yet we believe it is misguided, because it confuses the issue of equal rights under the law with the social question of same-sex marriage. It is an issue that",316.6298364859043
14," ""Vince Neil has at least one thing in common with Roseanne Barr: They both have a history of botching the national anthem."" (Thursday, April 11, 2013) I know it's a joke, but it's not",143.96695808839806
